title,release-time,genre,national,total_revenue,movie_rating,num_off_screen,screen_share,fsd_num_off_box,num_off_box
명탐정 코난 : 제로의 집행인,2018.8.8,animation,Japan,3007522361.0,9.05,542,9.7,135855,395408
명탐정 코난 : 수평선상의 음모,2013.8.7,animation,Japan,2460173000.0,8.69,316,7.7,59395,389253
피터 래빗,2018.5.16,animation,America,3006258100.0,8.76,599,10.4,10089,388300
론 레인저,2013.7.4,action,America,2750149500.0,7.31,401,11.9,91537,387527
내 심장을 쏴라,2015.1.28,dramas,SouthKorea,2856859132.0,7.72,452,9.2,104937,387409
나의 독재자,2014.10.30,dramas,SouthKorea,2906692546.0,7.42,654,14.9,121474,385934
천재 강아지 미스터 피바디,2014.4.24,animation,America,2859791400.0,8.4,533,12.6,14023,385552
언더 워터,2016.7.13,horror,America,3111772391.0,8.11,518,8.9,58033,384789
크로니클,2012.3.15,action,America,2881024000.0,7.6,324,10.5,72726,383862
보통사람,2017.3.23,dramas,SouthKorea,2956397623.0,7.96,621,12.6,85439,383336
소수의견,2015.6.24,dramas,SouthKorea,2891431205.0,7.97,398,10.6,76253,383332
대장 김창수,2017.10.19,dramas,SouthKorea,2871905115.0,6.91,748,12.7,109958,380581
스토커,2013.2.28,dramas,America,2828301674.0,7.29,329,8.9,140722,378729
그레이의 50가지 그림자,2015.2.26,dramas,America,2918598796.0,6.09,512,10.2,130696,364415
홈,2015.5.21,animation,America,2692225691.0,8.35,532,12.7,16698,360556
고질라: 킹 오브 몬스터,2019.5.29,action,America,3085036318.0,6.94,923,15.9,120117,359041
클로버필드 10번지,2016.4.7,mystery,America,2922834655.0,7.56,575,11.5,100018,356976
경성학교: 사라진 소녀들,2015.6.18,mystery,SouthKorea,2749027700.0,6.12,489,12.7,111513,356342
어쌔신 크리드,2017.1.11,action,America,2899784921.0,7.07,566,9.8,103287,355913
플립,2017.7.12,dramas,America,2818791900.0,9.27,249,4.7,31636,354601
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018.12.19,animation,Japan,2735399650.0,8.14,489,7.0,11695,353012
석조저택 살인사건,2017.5.9,thriller,SouthKorea,2815742886.0,7.28,539,9.1,115074,351830
싱글라이더,2017.2.22,dramas,SouthKorea,2685519021.0,8.31,576,9.1,106872,351276
오즈 그레이트 앤드 파워풀,2013.3.7,fantasy,America,2886185000.0,7.16,425,12.0,46005,350563
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012.12.19,animation,Japan,1357449750.0,8.17,275,7.1,97497,348883
7호실,2017.11.15,comedy,SouthKorea,2677284639.0,6.55,629,10.4,114369,347790
치외법권,2015.8.27,action,SouthKorea,2664941005.0,5.95,446,9.5,101831,346483
덤보,2019.3.27,family,America,2775096512.0,8.93,797,12.7,37017,345521
링컨: 뱀파이어 헌터,2012.8.30,action,America,2750911500.0,6.8,337,10.2,100106,344876
아메리칸 스나이퍼,2015.1.14,action,America,2800001438.0,8.72,308,6.7,44388,344766
러브 유어셀프 인 서울,2019.1.26,show,SouthKorea,3209682900.0,9.31,224,3.4,182103,342366
숲속으로,2014.12.24,musical,America,2596533288.0,4.93,356,8.1,152685,341882
하이힐,2014.6.3,crime,SouthKorea,2735972500.0,7.77,385,9.8,67974,339844
음치 클리닉,2012.11.29,melo/romance,SouthKorea,2248238000.0,6.91,360,10.5,112595,338168
허스토리,2018.6.27,dramas,SouthKorea,2521025949.0,9.29,696,12.6,102625,336822
미나문방구,2013.5.16,dramas,SouthKorea,2247017000.0,7.05,385,12.0,113154,334323
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017.7.20,animation,Japan,2417712700.0,8.62,547,8.9,19570,333082
에베레스트,2015.9.24,adventure,America,3055119748.0,7.58,331,7.7,61282,332180
위자: 저주의 시작,2016.11.9,horror,America,2637517406.0,7.16,467,8.9,48838,331877
무서운 이야기,2012.7.25,horror,SouthKorea,2452368566.0,6.68,274,7.6,49180,331760
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016.7.20,animation,Japan,2466913080.0,8.37,403,8.0,19083,330665
선 오브 갓,2014.4.10,dramas,America,2392109800.0,7.97,419,9.5,48226,329029
잭 라이언 : 코드네임 쉐도우,2014.1.16,action,America,2395409500.0,7.39,419,8.5,88486,327591
스폰지밥 3D,2015.2.18,animation,America,2458946200.0,8.35,357,6.4,55432,325016
희생부활자,2017.10.12,mystery,SouthKorea,2515479835.0,6.03,781,15.3,105814,323628
헬보이,2019.4.10,action,America,2776406321.0,6.8,726,10.8,64661,323098
옥자,2017.6.29,adventure,America,2432883900.0,8.45,111,2.3,49479,321550
블레이드 러너 2049,2017.10.12,SF,America,2760845365.0,7.99,664,12.6,102911,321018
극적인 하룻밤,2015.12.3,melo/romance,SouthKorea,2610929429.0,6.56,434,8.8,71751,320923
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014.1.9,animation,Japan,2080468500.0,8.95,406,8.6,73363,320409
아기배달부 스토크,2016.12.7,animation,America,2415830200.0,8.74,538,9.7,19448,320353
빅풋 주니어,2017.8.9,animation,Belgium,2245548900.0,8.84,437,7.2,44192,318737
도리화가,2015.11.25,historical_drama,SouthKorea,2246950339.0,5.58,563,12.3,90195,317505
레드카펫,2014.10.23,melo/romance,SouthKorea,2404458580.0,8.28,385,8.8,64600,316780
미녀와 야수,2014.6.18,fantasy,France,2385847300.0,7.72,387,9.3,42995,315348
차이니즈 조디악,2013.2.27,action,China,2211711500.0,7.83,300,8.6,54673,315305
번 더 스테이지: 더 무비,2018.11.15,others,SouthKorea,2671391900.0,9.32,243,4.3,118701,315010
비행기 2: 소방구조대,2014.8.13,animation,America,2246970700.0,7.93,341,7.8,34369,311456
트루스 오어 데어,2018.5.22,horror,America,2647330400.0,7.16,530,10.3,72410,310956
주피터 어센딩,2015.2.5,SF,America,2685741879.0,6.01,561,11.8,90347,309729
위대한 소원,2016.4.21,comedy,SouthKorea,2438260213.0,7.93,524,11.1,93746,308180
빌리와 용감한 녀석들 2,2013.2.21,animation,India,2006325000.0,7.34,289,7.3,37541,306837
덕구,2018.4.5,dramas,SouthKorea,2320819700.0,9.42,544,9.7,50448,306126
패딩턴,2015.1.7,comedy,England,2246424729.0,8.59,408,8.0,52386,305100
포켓몬 더 무비 XY 후파: 광륜의 초마신,2015.12.23,animation,Japan,2156275800.0,8.75,360,6.8,22639,300477
빌리와 용감한 녀석들 3D,2012.8.8,animation,German,1961238000.0,7.18,241,6.5,36683,299434
프랑켄슈타인: 불멸의 영웅,2014.2.6,action,America,2174134123.0,6.22,378,8.6,83947,298983
위험한 관계,2012.10.11,melo/romance,SouthKorea,2122666230.0,8.01,334,10.6,62975,298086
스포트라이트,2016.2.24,dramas,America,2390611755.0,8.94,320,6.2,38418,297944
구스범스,2016.1.14,action,America,2221639712.0,8.26,515,8.4,66529,297356
로렉스,2012.5.3,animation,America,2140045000.0,8.55,463,13.0,18868,297025
모모와 다락방의 수상한 요괴들,2012.7.5,animation,Japan,1957612000.0,8.11,253,6.9,20077,295189
포인트 브레이크,2016.1.7,crime,America,2323707051.0,7.53,409,7.3,67481,294320
미성년,2019.4.11,dramas,SouthKorea,2493769950.0,8.35,673,10.5,56428,293258
이스케이프 플랜,2013.12.5,action,America,2105280679.0,8.34,287,6.7,45718,292655
"러브, 로지",2014.12.10,comedy,England,2225917646.0,7.66,379,8.1,66379,292430
더 그레이,2012.2.16,action,America,2198959500.0,7.66,298,7.9,63599,292217
앨빈과 슈퍼밴드: 악동 어드벤처,2016.2.4,animation,America,2101036200.0,8.29,380,7.4,21200,289645
런 올 나이트,2015.3.19,action,America,2293671495.0,7.9,411,8.9,63051,289534
배심원들,2019.5.15,dramas,SouthKorea,2303130090.0,8.9,784,14.8,71834,288113
혼숨,2016.10.26,horror,SouthKorea,2258422445.0,7.38,498,10.7,57423,288016
기방도령,2019.7.10,comedy,SouthKorea,2327760190.0,5.76,625,11.8,101406,286806
커뮤터,2018.1.24,action,England,2286590955.0,8.1,575,9.7,72618,286042
신데렐라:마법 반지의 비밀,2019.2.20,animation,America,2113630240.0,6.33,575,8.4,34110,284755
후드,2018.11.28,adventure,America,2203434149.0,6.5,628,10.9,89741,284601
네버엔딩 스토리,2012.1.18,comedy,SouthKorea,2106823000.0,7.43,269,7.4,51057,283449
다이노 타임,2015.4.30,animation,SouthKorea,2099683100.0,8.42,430,9.0,21718,283300
인서전트,2015.3.25,SF,America,2158449889.0,6.95,480,11.4,63923,282662
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016.12.22,animation,Japan,2147083300.0,8.73,480,8.2,17056,282419
오큘러스,2014.5.29,mystery,America,2122466537.0,7.43,336,8.2,59751,279488
극장판 안녕 자두야,2016.5.4,animation,SouthKorea,2124832300.0,7.83,523,9.8,96525,278914
사랑에 대한 모든 것,2014.12.10,melo/romance,America,2162660589.0,7.95,399,8.6,59381,278015
존 윅 - 리로드,2017.2.22,action,America,2205582600.0,8.05,250,3.7,65642,276379
우리는 동물원을 샀다,2012.1.18,family,America,1993190500.0,8.89,235,7.2,29335,276334
눈의 여왕,2013.2.7,animation,Russia,1823299000.0,5.22,316,8.4,20422,274229
목소리의 형태,2017.5.9,animation,Japan,2141765014.0,8.46,466,8.6,96907,272877
짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,2012.4.26,animation,Japan,1804032000.0,8.26,277,8.8,4907,272062
가비,2012.3.15,dramas,SouthKorea,1969360500.0,6.85,339,11.0,60805,270602
롤러코스터,2013.10.17,comedy,SouthKorea,1913087600.0,6.46,374,10.3,67244,270148
헨젤과 그레텔: 마녀 사냥꾼 3D,2013.2.14,action,America,2122205602.0,7.6,297,8.2,73567,269510
모털 엔진,2018.12.5,action,America,2329489119.0,6.1,661,12.4,72441,268921
파이스토리 : 악당상어 소탕작전,2013.1.10,animation,America,1807928000.0,8.71,298,7.5,40602,267373
19곰 테드,2012.9.27,comedy,America,2034959293.0,7.63,248,7.2,40505,266574
백 투 더 비기닝,2015.2.26,SF,America,2016298400.0,7.98,423,7.5,94312,266389
저스틴,2013.12.31,animation,Spain,1764086000.0,7.87,332,7.7,88745,266253
투모로우랜드,2015.5.27,action,America,2082869000.0,7.28,435,10.6,45674,265744
나를 차버린 스파이,2018.8.22,action,America,2346742100.0,8.0,278,4.9,58967,264766
악질경찰,2019.3.20,crime,SouthKorea,2256615278.0,5.82,833,15.7,65430,262233
스파이 브릿지,2015.11.5,thriller,America,2015360478.0,8.43,425,9.4,49375,260721
장고:분노의 추적자,2013.3.21,western,America,1883634000.0,8.53,342,9.9,51385,260144
함정,2015.9.10,thriller,SouthKorea,2088685200.0,5.75,445,8.9,80520,257716
명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,2015.2.12,animation,Japan,1885543600.0,8.29,187,3.5,20494,257381
언브로큰,2015.1.7,action,America,1997947292.0,8.44,401,7.8,54852,256475
기묘한 가족,2019.2.13,comedy,SouthKorea,2062904275.0,6.26,625,12.0,93929,256202
밤의 여왕,2013.10.17,melo/romance,SouthKorea,1762892500.0,6.88,333,9.4,69734,252475
노벰버 맨,2014.10.16,action,America,1891131320.0,7.47,395,9.1,65042,252444
비밀은 없다,2016.6.23,thriller,SouthKorea,2027801239.0,6.73,502,9.6,100854,250650
툼스톤,2014.9.18,action,America,1875449247.0,7.57,378,8.6,52561,242707
명탐정 코난:감벽의 관,2018.2.14,animation,Japan,1800316000.0,8.41,487,8.2,72475,242164
캡틴 필립스,2013.10.23,action,America,1679067434.0,9.05,302,8.7,52055,241514
아이 필 프리티,2018.6.6,comedy,America,2125902300.0,8.58,213,4.1,38564,240148
서약,2012.3.14,dramas,America,1810275500.0,8.23,314,9.5,54966,239483
미옥,2017.11.9,crime,SouthKorea,1897705564.0,4.95,635,10.6,94110,238587
하늘을 걷는 남자,2015.10.28,dramas,America,2267273653.0,8.42,415,8.9,37160,238257
레고 무비,2014.2.6,animation,America,1601300200.0,8.46,317,7.0,14457,236129
세이빙 산타,2013.12.19,animation,England,1520048000.0,7.81,297,6.8,21738,235688
닌자터틀 : 어둠의 히어로,2016.6.16,action,America,1934052000.0,8.35,517,10.5,56687,235207
비행기,2013.12.19,animation,America,1671046500.0,7.47,408,9.3,20002,233563
극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,2015.1.14,animation,Japan,1653084000.0,8.09,360,7.3,51247,233347
강철대오:구국의 철가방,2012.10.25,comedy,SouthKorea,1614867156.0,6.46,366,12.4,64123,233211
어느날,2017.4.5,melo/romance,SouthKorea,1827370582.0,7.76,532,9.7,53319,232016
시카리오: 데이 오브 솔다도,2018.6.27,action,America,1938637400.0,8.43,261,4.7,62919,229542
순정,2016.2.24,dramas,SouthKorea,1643792033.0,8.85,467,9.8,103169,229059
치즈인더트랩,2018.3.14,melo/romance,SouthKorea,1890873700.0,5.07,364,6.6,55600,229005
쓰리데이즈 투 킬,2014.4.3,action,America,1741058200.0,7.35,388,10.8,51711,228539
캐빈 인 더 우즈,2012.6.28,horror,America,1710273500.0,7.0,288,8.5,57314,228090
일곱난쟁이,2014.12.24,animation,German,1622195700.0,7.86,263,5.7,65994,227586
극장판 루팡 3세 VS 명탐정 코난,2014.5.29,animation,Japan,1585872205.0,8.79,327,8.1,8421,225842
잡스,2013.8.29,dramas,America,1594113136.0,7.28,402,11.0,68755,225146
분노의 윤리학,2013.2.21,thriller,SouthKorea,1654554000.0,6.74,302,7.5,68983,224891
괴물의 아이,2015.11.25,animation,Japan,1665251116.0,8.55,363,7.5,28774,224849
메리 포핀스 리턴즈,2019.2.14,fantasy,America,1816281960.0,8.14,573,9.2,50381,224160
헤라클레스 : 레전드 비긴즈,2014.4.10,action,America,1662172151.0,6.31,390,9.7,59570,221327
언프렌디드: 친구삭제,2015.5.7,horror,America,1643911941.0,6.13,386,8.2,48083,219678
노아의 방주: 남겨진 녀석들,2015.4.30,animation,German,1586417300.0,8.27,436,9.2,28944,219621
명탐정 코난: 감청의 권,2019.7.24,animation,Japan,1740310530.0,5.05,602,10.4,84086,219078
1급기밀,2018.1.24,dramas,SouthKorea,1720083300.0,8.88,512,7.7,55209,217803
50가지 그림자: 해방,2018.2.21,dramas,America,1866384500.0,7.95,213,3.5,39279,217785
나는 공무원이다,2012.7.12,comedy,SouthKorea,1535913500.0,6.13,278,8.3,57769,217493
속닥속닥,2018.7.13,horror,SouthKorea,1900914300.0,5.02,314,5.7,120766,217444
짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,2013.4.25,animation,Japan,1430168500.0,8.26,290,7.9,6933,217320
원피스 필름 골드,2016.12.8,animation,Japan,1707251100.0,8.92,445,8.0,44734,216861
송 포 유,2013.4.18,comedy,England,1484169000.0,8.72,317,9.1,34122,216852
루돌프와 많이있어,2016.12.28,animation,Japan,1627646800.0,8.78,375,6.6,31721,215993
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017.9.27,animation,Japan,1581375300.0,8.31,486,8.5,11160,215203
벽 속에 숨은 마법시계,2018.10.31,fantasy,America,1654715300.0,5.96,609,9.7,58088,215029
허리케인 하이스트,2018.3.14,action,America,1730262848.0,7.39,544,9.1,39761,214949
독수리 에디,2016.4.7,dramas,America,1699642120.0,9.02,528,11.0,55920,214003
한 솔로: 스타워즈 스토리,2018.5.24,action,America,1964276778.0,7.86,569,10.4,40562,213980
"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",2014.10.2,action,Japan,1546944100.0,8.46,363,8.1,48547,212368
연애의 맛,2015.5.7,melo/romance,SouthKorea,1706805153.0,7.36,398,9.6,39541,212154
자칼이 온다,2012.11.15,comedy,SouthKorea,1430079500.0,6.3,300,9.5,57927,210278
덕수리 5형제,2014.12.4,comedy,SouthKorea,1560183200.0,6.95,346,7.9,48288,206953
테드: 황금도시 파이티티를 찾아서,2012.9.20,animation,Spain,1453568500.0,7.91,301,8.0,22513,206320
코알라 키드 : 영웅의 탄생,2012.1.12,animation,SouthKorea,1434535500.0,8.65,234,6.6,25781,205579
버드맨,2015.3.5,comedy,America,1653103800.0,8.26,380,8.6,45182,204742
남과 여,2016.2.25,melo/romance,SouthKorea,1651122533.0,8.07,449,8.0,63271,203775
비포 미드나잇,2013.5.22,dramas,America,1485276000.0,8.17,275,8.0,24377,203476
어쌔신: 더 비기닝,2017.12.7,action,America,1576721000.0,6.93,528,8.0,65214,203221
요로나의 저주,2019.4.17,horror,America,1784935221.0,6.79,620,9.8,46529,202756
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016.1.7,animation,Japan,1472866700.0,8.69,350,5.9,32097,202538
비스트,2019.6.26,crime,SouthKorea,1596148590.0,5.2,737,11.6,90488,202007
발레리나,2017.2.9,animation,France,1509668400.0,8.55,434,6.5,20932,201365
언더월드 4: 어웨이크닝,2012.2.22,action,America,1861948000.0,7.76,343,8.7,37616,200038
어린 의뢰인,2019.5.22,dramas,SouthKorea,1631919600.0,9.02,671,12.7,54681,198211
스누피: 더 피너츠 무비,2015.12.24,animation,America,1505929300.0,7.91,348,6.2,70049,197238
언니,2019.1.1,action,SouthKorea,1746373250.0,5.52,530,7.8,92774,197134
극장판 포켓몬스터 모두의 이야기,2018.12.19,animation,Japan,1523609950.0,8.96,493,7.0,12489,194692
언더독,2019.1.16,animation,SouthKorea,1485934830.0,9.31,612,8.6,52135,193484
덤 앤 더머 투,2014.11.27,comedy,America,1436861585.0,6.75,343,8.6,55866,192726
응징자,2013.10.30,action,SouthKorea,1388412500.0,6.1,305,8.7,49556,192347
컬러풀 웨딩즈,2014.10.16,comedy,France,1455808980.0,8.26,343,8.0,42630,190384
업그레이드,2018.9.6,action,America,1740245800.0,9.07,220,3.7,41190,189948
50가지 그림자: 심연,2017.2.9,dramas,America,1589180900.0,7.4,435,7.0,50343,189620
프리즈너스,2013.10.2,crime,America,1362962500.0,8.12,297,8.2,65703,186460
런닝맨 : 풀룰루의 역습,2018.12.5,animation,SouthKorea,1414494750.0,7.72,511,7.9,12337,186324
기생수 파트1,2015.2.26,thriller,Japan,1534923185.0,7.71,247,5.1,36606,186184
팬,2015.10.8,fantasy,America,1422971592.0,7.77,428,9.5,67495,185960
해피 피트 2,2012.2.2,animation,Australia,1459727000.0,8.98,315,8.9,20076,185420
더 셰프,2015.11.5,dramas,America,1471118148.0,7.27,409,8.8,46200,185080
롱 샷,2019.7.24,comedy,America,1622789797.0,7.94,454,7.8,70587,184796
우상,2019.3.20,thriller,SouthKorea,1581839728.0,3.89,900,17.0,57230,183784
마이 리틀 히어로,2013.1.9,dramas,SouthKorea,1286203128.0,8.4,341,9.8,35742,183650
명탐정 코난 : 탐정들의 진혼가,2014.2.13,animation,Japan,1199693100.0,8.78,294,6.7,20261,182668
극장판 도라에몽: 진구의 보물섬,2018.8.15,animation,Japan,1368372400.0,8.77,463,6.9,79368,182256
백악관 최후의 날,2013.6.5,action,America,1268117000.0,5.39,283,7.9,52633,180661
해양경찰 마르코,2013.2.14,adventure,Denmark,1143045000.0,6.89,276,7.4,19373,180618
레전드,2015.12.10,action,France,1439444930.0,7.09,449,8.3,63550,180082
핵소 고지,2017.2.22,dramas,America,1342081900.0,9.22,442,7.2,47437,177601
유전,2018.6.7,horror,America,1560899725.0,7.24,422,8.7,38845,177145
명탐정 코난:은빛 날개의 마술사,2013.1.24,animation,Japan,1158686500.0,8.89,139,3.4,32874,176483
채비,2017.11.9,dramas,SouthKorea,1249977864.0,8.74,480,8.1,31234,175889
톱스타,2013.10.24,dramas,SouthKorea,1194180500.0,7.38,397,11.7,45348,175152
부활,2016.3.17,dramas,America,1240599600.0,8.36,120,2.4,10763,175146
업사이드 다운,2012.11.8,SF,Canada,1225993645.0,6.54,309,0.5,1292,174879
론 서바이버,2014.4.2,action,America,1310414120.0,9.03,305,8.8,39341,173678
아빠를 빌려드립니다,2014.11.20,comedy,SouthKorea,1188673500.0,7.84,326,8.2,37467,172445
자전차왕 엄복동,2019.2.27,dramas,SouthKorea,1304861670.0,3.89,624,9.4,73250,172212
조이,2016.3.10,comedy,America,1372216200.0,8.12,405,8.0,40227,171577
더 프레데터,2018.9.12,SF,America,1502022014.0,5.73,582,11.2,50967,170878
19곰 테드 2,2015.6.25,comedy,America,1378084400.0,7.36,297,7.3,38448,170647
대배우,2016.3.30,comedy,SouthKorea,1245426228.0,5.77,474,9.5,50369,169855
라스트베가스,2014.5.8,comedy,America,1302220176.0,8.64,349,9.9,43592,169138
노리개,2013.4.18,dramas,SouthKorea,1229574500.0,7.36,278,8.1,43952,169054
진범,2019.7.10,thriller,SouthKorea,1424601000.0,6.32,224,3.6,32611,167333
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017.8.10,animation,Japan,1175560900.0,8.84,351,5.7,31710,166252
극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,2014.9.4,animation,Japan,1183524300.0,8.57,277,5.5,5384,166092
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,2012.7.25,animation,Japan,1071505500.0,8.39,184,5.2,13153,165640
세이프 하우스,2012.2.29,action,America,1223151500.0,7.95,292,7.6,45984,163729
다크아워,2012.1.5,SF,America,1319649000.0,5.82,324,9.4,42626,162604
아메리칸 울트라,2015.8.27,action,America,1301387295.0,6.9,341,7.5,161382,161382
트랜스포터: 리퓰드,2015.10.15,action,France,1263319115.0,6.42,432,8.8,46135,161245
더 큐어,2017.2.15,mystery,America,1331883200.0,7.22,419,7.3,50664,159948
더 자이언트,2013.2.21,animation,America,996566000.0,7.93,227,5.7,26059,157972
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018.9.20,animation,Japan,1205873200.0,8.79,454,7.2,5970,157689
아토믹 블론드,2017.8.30,action,America,1177725658.0,7.9,471,8.2,47842,155368
레고 닌자고 무비,2017.9.28,animation,America,1149394400.0,8.44,459,8.0,11827,154966
최강전사 미니특공대 : 새로운 악당의 습격,2015.2.5,animation,SouthKorea,1163431200.0,7.55,318,6.3,8996,154342
크레이지 리치 아시안,2018.10.25,melo/romance,America,1333313141.0,6.83,531,9.4,43521,154297
폴리스 스토리 2014,2014.1.29,action,China,1138068500.0,8.01,251,6.2,41285,153591
더 레이븐,2012.7.5,thriller,America,1123639000.0,6.82,265,7.7,1204,153278
익스펜더블 3,2014.8.20,action,America,1158358800.0,7.96,320,7.2,39085,152025
히든 카드,2013.9.26,crime,America,1080423651.0,6.08,362,9.5,493733,151476
달빛궁궐,2016.9.7,animation,SouthKorea,1134639700.0,6.46,425,7.4,8349,151360
짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015.4.23,animation,Japan,1085388600.0,9.11,372,9.2,4801,150226
다운사이징,2018.1.11,dramas,America,1236582004.0,5.25,511,8.9,58493,150215
비정규직 특수요원,2017.3.16,comedy,SouthKorea,1150732700.0,5.93,497,9.3,45662,149719
워킹걸,2015.1.7,comedy,SouthKorea,1183887479.0,6.49,308,6.4,33792,149181
레고 배트맨 무비,2017.2.9,animation,America,1175424305.0,8.49,427,6.4,45269,148760
미스컨덕트,2016.3.30,crime,America,1133511038.0,6.26,470,9.2,41297,148512
13시간,2016.3.3,action,America,1160889514.0,8.07,380,7.1,30310,144827
철의 여인,2012.2.23,dramas,England,1079070500.0,7.94,162,4.3,19019,144338
안나 카레니나,2013.3.21,dramas,America,986727000.0,8.19,248,7.2,26641,143947
은밀한 유혹,2015.6.4,melo/romance,SouthKorea,1112423247.0,5.32,394,9.7,44663,142405
가시,2014.4.10,melo/romance,SouthKorea,1094017000.0,6.83,356,8.7,44684,141956
극장판 또봇: 로봇군단의 습격,2017.4.27,animation,SouthKorea,1089135300.0,9.36,231,4.3,7847,141592
극장판 아이엠스타 : 꿈의 오디션!,2016.2.11,animation,Japan,1045638100.0,8.65,254,4.8,31557,141025
나를 기억해,2018.4.19,mystery,SouthKorea,1227953892.0,6.67,545,8.3,42223,140849
아르고,2012.10.31,thriller,America,999347500.0,8.23,238,7.7,23340,140522
액트 오브 밸러: 최정예 특수부대,2012.2.29,action,America,1036484500.0,8.37,223,6.4,45671,139541
빅샤크: 매직체인지,2018.6.27,animation,China,1012286700.0,6.91,414,7.0,5530,138705
극장판 엉덩이 탐정: 화려한 사건 수첩,2019.7.11,animation,Japan,1094031140.0,4.01,561,8.7,12275,138118
독전: 익스텐디드 컷,2018.7.18,crime,SouthKorea,844714600.0,7.52,398,6.4,34827,137775
0.0MHz,2019.5.29,horror,SouthKorea,1088258860.0,4.99,446,7.7,44423,137294
더 퍼지,2013.11.6,thriller,America,1030484000.0,4.4,232,6.0,32599,137126
극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017.9.7,animation,Japan,1055895200.0,8.03,232,3.7,15731,137052
워터 디바이너,2015.1.28,dramas,America,1008818235.0,7.94,326,6.9,40011,136134
링컨,2013.3.14,dramas,America,941056500.0,7.78,214,6.0,26144,135900
제 5침공,2016.2.25,action,America,1041049900.0,5.52,312,5.5,36433,135874
극장판 꼬마버스 타요의 에이스 구출작전,2016.1.21,animation,SouthKorea,905899900.0,8.72,200,3.4,15225,135398
로마의 휴일,2017.8.30,comedy,SouthKorea,993321176.0,6.72,436,7.2,49842,134827
나의 절친 악당들,2015.6.25,crime,SouthKorea,1054470664.0,4.81,384,9.9,51486,133553
카운슬러,2013.11.14,crime,America,966623000.0,7.17,293,7.5,32626,133272
리딕,2013.11.28,SF,America,927494000.0,7.34,275,6.8,39077,132059
맨홀,2014.10.8,horror,SouthKorea,1053876130.0,3.75,286,6.9,59285,129732
명탐정 코난: 에피소드 원-작아진 명탐정,2017.2.8,animation,Japan,999362100.0,6.35,215,3.3,24690,128472
버틀러: 대통령의 집사,2013.11.28,dramas,America,884709000.0,8.6,182,4.7,21607,126870
마이 리틀 자이언트,2016.8.10,adventure,America,991375900.0,8.02,128,2.3,13569,125800
시간위의 집,2017.4.5,mystery,SouthKorea,987958600.0,7.59,454,8.6,36063,124601
러시 : 더 라이벌,2013.10.9,action,America,908114000.0,9.06,270,7.3,39304,123582
러브 라이브! 더 스쿨 아이돌 무비,2015.9.3,animation,Japan,908579000.0,8.51,66,1.3,16700,122574
사다코 3D : 죽음의 동영상,2012.6.14,horror,Japan,1128635032.0,4.16,262,7.4,35942,122382
극장판 도라에몽: 진구의 비밀도구 박물관,2013.7.25,animation,Japan,780545500.0,8.88,239,6.1,17346,122172
라스트 위치 헌터,2015.12.30,action,America,934949800.0,6.72,278,5.2,49558,122039
리미트리스,2012.7.12,mystery,America,867035000.0,8.2,164,5.0,30206,120914
퇴마: 무녀굴,2015.8.20,horror,SouthKorea,951843500.0,6.56,331,7.0,44853,120802
킹 오브 프리즘 - 프라이드 더 히어로,2017.6.10,animation,Japan,984175500.0,9.13,92,1.6,10687,119398
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017.1.25,animation,Japan,905611600.0,8.86,334,5.3,19319,119197
극장판 소드 아트 온라인 -오디널 스케일-,2017.2.23,animation,Japan,897598000.0,8.95,124,1.8,25808,117401
고스트 라이더 : 복수의 화신,2012.2.16,action,America,902982500.0,5.79,269,7.5,26463,117263
우먼 인 블랙,2012.2.16,dramas,England,862144800.0,6.37,237,6.5,30889,117188
존 윅,2015.1.21,action,America,925995637.0,7.96,321,6.7,33498,116119
명탐정 코난:전율의 악보,2019.2.14,animation,Japan,890692400.0,8.2,213,3.4,40425,116059
최강전사 미니특공대: 영웅의 탄생,2016.2.4,animation,SouthKorea,866704200.0,8.4,349,6.7,8551,115704
터키,2014.7.31,animation,America,790848700.0,8.17,182,4.6,30813,113795
극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,2015.9.17,animation,Japan,816868100.0,8.36,351,8.4,5900,113404
